 id,text,label
20078,"সেই জাপানি নারীকে সাবেক স্বামীর লিগ্যাল নোটিশ ",Negative
sentinob_99,* কে কে আমার ভিডিও লাইক করলে ? *,Neutral
sentinob_12237,"আলহামদুরিল্লাহ সালাম ধন্যবাদ পুলিশ সুপার জাহিদুল ভাইকে অশংখ্য ধন্যবাদ সুপার শপ সপ্ন ",Positive
sentinob_7287,আপনার বাস্তববাদী কথা গুলোর জন্য আপনাকে অনেক পছন্দ করি ❤❤❤❤,Positive
sentinob_3997,"বাংলাদেশের পুলিশ আর রাসতার কুতা , সমান ",Negative
7753,শুধু স্কুল খুলে নি খুলে গেছে নিব্বা-নিব্বিদে র ভালবাসার জানালা,Negative
sentinob_3221,আমি কলকাতা গিয়েছিলাম ২০০১ সালে বর বাজার বর মসজিদ এর পাসে ছিলাম । আপনাকে ধন্যবাদ,Positive
sentinob_8176,"লোকমান কোন দিন মদ খায়নাই নাই । জুয়া ও খেলেনাই ! শাক্ষী পাপোন ",Negative
sentinob_1296,খুব সুন্দর গান রানা আমি দোয়া করি তুই যেন সবসময় ভালো থাকিস,Positive
12773,"বাংলু গুলোর ভালই ফাটছে । ",Neutral
10544,"ইসরায়েল যে নিরিহ ফিলিস্তিনিদের হত্যা করে সে খবর আসেনা কেন । ",Neutral
7463,"রাজতন্ত্র আর পরিবারতন্ত্র চর্চা বিএনপিরই রাজনৈতিক সংস্কৃতি , বিএনপির শাসনামলে বেগম জিয়ার পাশাপাশি এক যুবরাজ সরকারের সবকিছু নিয়ন্ত্রণ করতো , গড়ে তুলেছিলেন বিকল্প ক্ষমতাকেন্দ্র , যাকে বলা হতো দুর্নীতির বরপুত্র । অপরদিকে জনগণ চাইলেও প্রধানমন্ত্রী তার সন্তানদের সক্রিয় রাজনীতিতে আনেননি । রাজতন্ত্র কিংবা পরিবারতন্ত্র তো তারাই প্রতিষ্ঠা করেছে , যারা দলে দীর্ঘদিনের রাজনৈতিক অভিজ্ঞতাসম্পন্ন নেতাদের বাদ দিয়ে একজন অপরাধীকে ভারপ্রাপ্ত চেয়ারম্যান করে রেখেছে । ",Negative
25189,ডুবে গেল সমুদ্রের মাছ ধরা ট্রলার... https://t.co/uAAoYFiVOP,Negative
32477,"দেশে করোনায় আরও ৪২ জনের মৃত্যু , প্রাণহানি বেড়ে ৪ , ২৪৮",Negative
3241,"এরকম বার্তা উনি নিয়মিতই দেন , এতে অবাক হওয়ার কিছুই নেই । ",Negative
sentinob_3693,লাভ কি একমাস বা দুই মাস এর পরে আর কোন খবর রাখবে না এখনো হয়তো ক্যসিনো অন্যান্য ক্লাবগুলোতে পুলিশের রেড পড়তাছে আমার মনে হয় এটা আসলে অন্য কোন ধান্দা পাবলিককে দেখাইতেছে এটা নিয়ে রাজনীতি চলতাছে বড় ধরনের আমার মনে হয় দেশটার ভিতরে বড় ধরনের কিছু একটা হইতেছে,Negative
sentinob_1616,"আমার গু নিয়েও নিউজ দেন তাইলে দেখবেন গু মসল্লা হবে যাবে বেটা 150 সিসি বাংলাদেশে কি আছে ? আমার কথা হল এই নিউজ বাংলাদেশে কেন ",Negative
sentinob_9660,জাতির পিতা কে ভাই । মুসলিম দের জাতির পিতা ইবরাহিম (আ),Negative
sentinob_4352,পুলিশ এ খনকির পোলারে আগে ফিটাইয়া হাডি গুড়ি এক কইরাদে,Negative
22662,পরীমনির কস্টিউম ডিজাইনার জিমি তিন দিনের রিমান্ডে https://t.co/iAr2Z2XPRi,Negative
sentinob_2898,আগে জানলে চলে আসতাম হিল্লোল ভাই,Positive
sentinob_2053,"র্যাগিংয়ের নামে যা তা করে খানকির পোলারা ",Negative
19265,"কাবুলে নারীদের জন্য রয়েছে কেবল টয়লেট পরিষ্কারের কাজ ",Negative
14854,"কর্মক্ষেত্রের তুলনায় স্বজনপীতি বেশি । । ",Positive
sentinob_3158,বর্তমানে মানুষ আর ডাকাতদের ভয় পায় না পুলিশদের বেশি ভয় পায়,Negative
23599,সিলেট-৩ আসনে যেসব প্রতীক পেলেন প্রার্থীরা https://t.co/8LjAwvLGQP,Positive
7200,"মেধাবী গ্র্যাজুয়েটরা সরকারি কিংবা যে কোনো সংস্থায় চাকরি আবেদন করলেও পাই না । কারণ একটাই চোর , বাটপারি , ঘুষদের জন্য । যাদের বাপ মায়ের অট্টালিকা অর্থ , তারাই চাকরির সুবিধা ভোগী । ",Negative
28976,"রোহিঙ্গা সংকট: কক্সবাজারের উখিয়ার কুতুপালং শরণার্থী ক্যাম্পের পাশের বাজারে আগুন , ৩ জনের মৃত্যু https://t.co/d9c5CGVLhz",Negative
18462,"ইয়াবার চেয়েও ভয়ংকর মাদক আইস বা ক্রিস্টাল মেথ । এর বাজার এখনো ঢাকা ও চট্টগ্রাম নগরকেন্দ্রিক । ",Negative
sentinob_10050,গরুর মূত্র খেয়ে মানুষ হয়েছিস ঐসব না জানারই কথা । ! তখনকার যুগে কাফেরদের দেখানোর জন্য,Negative
sentinob_6481,"আপনার ভিডিও তথ্য সবই ভাল লাগে শুধুমাত্র একটা বিষয় বাদে , তা হচ্ছে - আপনি সব সময় বর্ডারে দালাল দের প্রমোট করছেন । যে কাজ নিজে খুব সহজেই করা যায় সেদিকে উদ্বুদ্ধ না করে আপনি সর্বদা দালালদের দিয়ে কাজ করান । এটা ভাল লাগে না ",Positive
sentinob_5591,"জেলে থাকলে সরকারের কত ক্ষতি হত ওরা কত খাবার খেত , পুলিশ ভাইয়েরা এইসব কথা চিন্তা করেই তাদের পালাতে সাহায্য করেছে । তারা দেশের জন্য কত ভাবে আমরা শুধু বুঝি না ",Negative
sentinob_9750,"পার্মিশন অলরেডি আমার হাতে , আজ যাবার প্ল্যান ছিল । কিন্তু আমার আম্মার ভিসা পেতে দেরি হওয়াতে এবার সিকিম যাওয়া হলনা । দোয়া করবেন যেন খুব তাড়াতাড়ি আবার পার্মিশন নিয়ে সিকিম জেতে পারি : ) ",Positive
sentinob_10114,"ধন্যবাদ জাহিদ ভাই অাপনাকে ",Positive
28597,পশ্চিমবঙ্গের বিধানসভা নির্বাচনে বিজেপিকে বিপুল ব্যবধানে পিছনে ফেলে মুখ্যমন্ত্রী মমতা ব্যানার্জীর দল তৃণমূল কংগ্রেসে…,Positive
2736,"এক চোর কখনো অন্য চোরের বিচার করতে পারে না - যদিও অনেকে চাউল চুরীর বিচার চায় ভোটচোরের কাছে । তারা বুঝাতে চায় ভোটচোর হাসিনাই পারবে অন্য চোরদের চুরী থেকে বিরত রাখতে । যদিও বাস্তব হলো যাদের অস্তিত্ব টিকে আছে চুরির কারণে -তারা কখনো চুরীর বিচার করতে পারে না । ",Negative
sentinob_11247,মুখে দাড়ি রেখে ইনশাআল্লাহ শব্দটা পর্যন্ত বের হল না ! কি অদ্ভুত,Negative
8968,"২০ বছরে সন্ত্রাসী কায়দায় , , ১০ লক্ষ আফগানকে হত্যা কারি সন্ত্রাসীদের বিরুদ্ধে কিছু বলুন",Neutral
23469,আইনজীবীদের ১০ শতাংশ মামলা ফ্রি করা উচিত: প্রধান বিচারপতি https://t.co/Cj4abQbDMy,Positive
sentinob_756,খাওয়ার আগে বিছমিল্লাহ্ বলা দরকার,Positive
33393,"পদত্যাগ করল রাশিয়ার পুরো সরকার ! ",Positive
18366,"যুক্তরাজ্য জানিয়েছে , মানবাধিকার রক্ষায় তালেবান সরকারের ভূমিকা পর্যবেক্ষণের পরই স্বীকৃতির প্রশ্ন উঠবে । একই কথা ইউ… ",Positive
sentinob_2188,2 । আপনি কোন সফটওয়্যার দিয়ে এডিট করেন,Positive
sentinob_10879,ভাই ঠিকানাটা সঠিক ভাবে দিলে ভালো হতো । তিনশত ফিট চিনলাম না,Neutral
sentinob_2167,উনি একজন মৃত ব্যক্তি উনার সমালোচনা না করে ওনার ভালো কাজ গুলো তুলে ধরার জন্য থেকে সময় টিভি কে ধন্যবাদ ❤,Positive
sentinob_10699,"নাহ , প্রতি সপ্তাহেই তো আসছি আমরা । শুক্রবার বিকেলে টুকি দেই ",Positive
9588,"Rupantor রুপান্তর B একদম ঠিক বলেছেন । আমাদের সকলকেই বিষয়টা নিয়ে ভাবতে হবে । প্রয়োজনে কঠোর আন্দোলন গড়ে তুলতে হবে । আর কতদিন আমাদের কাঁঠাল আমাদেরই মাথায় ভেঙে খাবে ওরা ? ",Neutral
4625,"তরিকুল ইসলাম মিসকনসেপ্টের জন্যই এমন -- । । ",Negative
sentinob_7017,আমরা মুসলিম আজ শুনলাম ভ্যাগহ দেভি খবরে বলে,Neutral
sentinob_7737,গোপাল বার কি তোর বাপ ভূয়া মুসোলমান,Positive
20758,"এবার কর্মীদের পড়াশোনার খরচ দেবে আমাজন ",Positive
sentinob_8670,"দৌনোবাদ পুলিশকে ও সপ্নকে ",Positive
sentinob_3908,"যাই হোক যেহেতু আমি এটা নিয়ে বেশি আলোচনা করতে চাই না , তাই দুটো কথা খুব স্পষ্টভাবে বলে শেষ করছি ",Neutral
sentinob_9034,বরিশাল শিকদার হোটেলে এধরনের অনৈতিক কাজ করা হয় । বাইরে আবাসিক হোটেল কিন্তু তারা মেয়ে ব্যবসা করে । লঞ্চঘাট বরিশাল,Negative
sentinob_5402,"আমারও খুব কষ্ট লেগেছে ভিডিওটা দেখে , আজ এই মেয়েটি বাবার খুজ না নিলে এই গরীব অসহায় পরিবারটি আরও কষ্ট পেতো , আমাদের দেশের আইন আরও ঈমানদারী হওয়া উচিৎ , কোন কিছু ঘটনা অন্য জনের উপর চাপিয়ে দেওয়া সেই খারাপ লোকদেরকে আগে শাস্তি দেওয়া দরকার  ",Negative
sentinob_10373,ভাই আপনি তো বুরা হয়ে জাচ্ছেন,Negative
26049,প্রেম করার মতো কোনো সঙ্গী নেই: সাফা কবির,Negative
10837,এখন কারেন্ট নাই ! রুম অন্ধকারে বসে আছি ! 👽,Neutral
27230,ঈদের সময় অর্থাৎ এই আট দিনে গণপরিবহন নিয়ে প্রজ্ঞাপনে... বিস্তারিত নিউজে,Positive
sentinob_6162,"শিক্ষ কোন প্রকার রাজনীতি হবেনা ",Positive
59," Ibrahim জাতীয় বিশ্ব বিদ্যা লয়ে কি পড়ানো হয় , , , , , ",Negative
29158,করোনা ভ্যাকসিন: টিকার বয়সসীমা এখনি ৪০ বছরের নীচে নামাচ্ছে না সরকার https://t.co/cQ9cxbI5Xd,Negative
30653," **পদ্মায় প্রবল স্রোতের কারণে শিমুলিয়া-বাংলাবাজার রুটে ফেরি চলাচল বন্ধ",Negative
13769,"সামরিক যুদ্ধকাল বাড়ানো আর কামাই বাড়ানো শিখেছে । ",Neutral
sentinob_7055,"ভয়েস যতটুকু পরিমাণ গোপন করা হয়েছে , তা থেকেও মনে হয় পরিচিত লোকের ভয়েস আইডেন্টিফাই করা সম্ভব৷ ",Neutral
27588,প্রতিদিন দুই থেকে আড়াই হাজার পরিবার এই ভ্রাম্যমাণ দোকান থেকে... বিস্তারিত নিউজে,Negative
25621,"৫৩ , ০৬০ টাকা বেতনে বিনা ফিতে চাকরি দিচ্ছে বাংলাদেশ ব্যাংক.",Positive
sentinob_7639,লটারি কাটা হারাম । এইসব ফেতনা থেকে আমাদের সবাই কে হেফাজত করুক,Neutral
25635,"বাংলাদেশ এগিয়ে যাচ্ছে বলে বিএনপির গাত্রদাহ হচ্ছে: কাদের ",Negative
4203,চোরদের বাঁচাতেছেন আরও চুরি করো আমি আছি সব চোরদের সাথে উনি এইটাই বুজাইতেছেন,Negative
sentinob_2439,ছেলে সম্পদ ভোগ করবে কিন্তু বিক্রি করতে পারবে না । কেন বিক্রি করতে পারবে না ? বুঝলাম না । এটা কোন আইনের ফাঁক ?,Neutral
sentinob_10698,"ভাইয়া আপনি মাস্টারশেফ বাংলা রেস্টুরেন্ট ওইটা তে যাইতে পারেন । লক্ষ্মীপুর । কারণ ওখানে বাঙালি খাবার ও আছে আর যে কোন রকম খাবার ই আছে ",Positive
17081,পুরান ঢাকায় ডেঙ্গুর প্রকোপ অপেক্ষাকৃত বেশি । আজ রোববার পুরান ঢাকার সূত্রাপুর থানার বিভিন্ন শিক্ষাপ্রতিষ্ঠান ঘুরে স,Negative
23901,আইসিসির মাসসেরা হলেন মুশফিক https://t.co/NPjfObfeo7,Positive
9778,"Tauhidএর নাম দেওয়া হোক , কৌশলি মুসলিম নিধন সংঘ , , ",Neutral
sentinob_2305,ভালো খাওয়া দাওয়া করলে নাকি সাস্থ ভালো হয় ! আপনার বেলায় মনে হয় বিপরীত । যা হউক দারুন লাগলো । বেশি বেশি খান খালেদ ভাই,Positive
27866,"আফগানিস্তান: মিত্র হিসেবে যুক্তরাষ্ট্রের নির্ভরযোগ্যতা নিয়ে দুশ্চিন্তায় পূর্ব এশিয়া , চীনের পোয়াবারো ",Negative
10367,"আর এদিকে বাংলাদেশের বিক্ষোভে , হাজির বিরানি আর একটা করে ফ্রেশ কম্পানির পানির বোতল দেয় ! ",Neutral
18570,সাবেক প্রধান বিচারপতি সুরেন্দ্র কুমার সিনহার বিরুদ্ধে ব্যাংকের টাকা আত্মসাতের মামলায় সাক্ষ্য গ্রহণ শেষ হয়েছে । …,Positive
sentinob_9931,দারুন ছিল ভিডিওটা । সি - ফুড পায়েআ হবে উচ্চারণটা । দেখতে বেশ লাগল ❤,Positive
sentinob_4585,বালির সব ব্লগ শেষ হবার পরে এমন একটা ব্লগ চাই যেটা হবে বালির সব কিছুর প্রাইজ ও রিভিউ ও কি কি প্রয়োজন হয় যেতে টাইপ । পার পারসন কোন জায়গায় কয়দিনের কেমন খরচ এমন । প্লিজ এমন একটা ভিডিও দিলে সবার উপকার হবে ভাইয়া,Positive
sentinob_10428,ভাই মাংস ৭ কেজি চাল ৩ কেজি আলু ২ কেজি = ১১ কেজি,Negative
9451,"Nadira Kh তাহলে ভারত কি করছে ? ",Neutral
32064,ধর্ষণ মামলায় অভিযুক্ত ও ভুক্তভোগীর জন্য বাধ্যতামূলক কিন্তু...|,Neutral
sentinob_8860,"আর মক্কা মুকাররমার নাম হলো , বালাদুল আমিন ",Neutral
2513,এই কেমন আচরণ,Negative
29548,"সাকিব আল হাসান: ক্রিকেটে নিষেধাজ্ঞা শেষ করে বুধবারই ফিরছেন আন্তর্জাতিক ম্যাচে , ভাল কিছু করে দেখাতে পারবেন কি ? ",Positive
sentinob_7813,ভাবি ঝালের ঠেলায় ১৫ দিছে,Neutral
3180,এমন বক্তব্যে দূর্নীতিবাজরা উৎসাহিত হবে,Negative
sentinob_568,"জি ভাই , হানিফের ভিডিও আছে ",Neutral
15622,শিক্ষা ব্যবস্থা আধুনিক নয়,Positive
sentinob_3102,ক্যামেরাম্যান কে কি না খাইয়ে রাখবেন,Neutral
1471,"আগে টাকাটা ছোটদের থেকে বড়দের কাছে পৌছতে ভাগ হয়ে অল্পো হয়ে যেতো , এখন পুরো টাকাটা বোড়রা পাওয়ার সিস্টাম করা হয়েছে । ",Negative
18246,"ইউরো ও কোপা আমেরিকা চলাকালেও দলবদলের মাঠ গরম হয়নি । দুটি মহাদেশীয় প্রতিযোগিতা শেষে একবার খবর বের হলো... ",Positive
sentinob_8495,@ জীবন যুদ্ধ্যের বাস্তবতা নিয়মে,Neutral
sentinob_10626,ভাইয়া ভাবীকে সব সময় যেখানে যাবেন সেখানে খেতে নিয়ে যাবেন,Positive
sentinob_7371,এই ভিডিওতে আন লাইক মাদা,Negative
18627,ক্রমাগত ট্রলিংয়ে এবার ধৈর্যের বাঁধ ভেঙেছে স্বরার...,Negative
8700,প্রকাশ মন্ডল বোকাা,Negative
14328,"অনেক ভাল সিদ্ধান্ত , এই তিন বছরে ওদের মানুষের মত মানুষ হওয়া শেখানো হোক । ",Positive
sentinob_808,ভাইয়া রংপুরেও এটা আছে । কিন্ত দাম ৬০ টাকা করে । পুলিশ লাইন্স স্কুলের আগের গলি তে । চাইলে আসতে পারেন রংপুরে । বেশ অনেক খাবারের ভালো রেস্টুরেন্ট আছে । ☺,Positive
sentinob_4045,"পারলে গুরুর মাংস খেয়ে দেখান ইন্ডিয়াতে , জান নিয়ে আর ফিরে আসতে পারবেন না ",Positive
10986,"এতো হা হা রিয়েক্ট কেন ? ",Neutral
sentinob_12204,"দ্বাদশ্যাং শুক্লপক্ষস্য মাধবে মাসি মাধবঃ - ",Neutral
sentinob_10858,"ডেসক্রিপিশন বক্সে ঠিকানা দেয়া আছে । এই ঠিকানা ধরে গেলেই হবে , খুবই সহজ লোকেশন ",Positive
sentinob_3695,"হুজুর রা বর্তমান পেটুক ও আরাম বিলাশী ( অধিকাংশ ) কিছু ব্যতিরেকে ",Neutral
6080,"বাংলাদেশ সরকার কি তালেবানের সক্ষমতা সদ্ব্যবহার ও অটল সিদ্ধান্তগুলো লক্ষ করে নি । ",Negative
6098,বাংলাদেশে কুনো বেকার নাই. সবাই বুদ্ধিজীবি,Negative
25327,"নিজ জেলার জনগণের আগ্রহে আন্দোলনের স্বপ্ন দেখছেন ফখরুল... ",Positive
sentinob_3857,কুত্তার বাচ্ছা দের কাপর খুলে রাস্তায় হাটালেন না কেন,Negative
32894,মঙ্গলবার রাত থেকে বুধবার বিকেলের মধ্যে দেশের উপকূলে আঘাত হানতে পারে ঘূর্ণিঝড় আমফান,Negative
sentinob_3713,আপনার সেন্টমার্টিন নিয়ে কোন ভিডিও আছে ? এইখানে আপনি যেভাবে ক্যালকুলেট করে বলেছে বিষয়টা প্রশংসার দাবিদার,Positive
22400,অস্ত্র মামলায় গোল্ডেন মনিরের বিচার শুরু https://t.co/GTUVXzaJfL,Positive
16645,বিসিসিআইয়ের সাবেক এক কর্মকর্তা প্রশ্ন তুলেছেন—তাহলে কি আইপিএলের দল রয়্যাল চ্যালেঞ্জার্স বেঙ্গালুরুর অধিনায়কত্বও…,Neutral
sentinob_9558,"অসাধারণ ভালো লেগেছে , ধন্যবাদ জমুনা টিভিকে এমন একটা রিপোর্ট করার জন্য ",Positive
30345,"আমেরিকা নির্বাচন ২০২০: আওয়ামী লীগ , বিএনপি , জামায়াত , ইসলামী ও বামদলগুলো কে কী ভাবছে ? ",Positive
sentinob_1517,ভাইয়া একদিনের জন্য ডায়েট ভুলে একটু ভারী কোন খাবার হাপুস হুপুস করে মজা নিয়ে খান প্লিজ,Positive
9252,"Hafizধন্যবাদ , তথ্যবহুল জবাব দেওয়ার জন্য । ",Negative
13516,"শিক্ষিত হলেই একজন ব্যক্তি বেকার থাকছে কথাটা বাস্তবিক নয় । অশিক্ষিত ব্যক্তিরাও প্রবাসে যেয়ে চাকুরী করে এমনকি ব্যবসা বানিজ্যও করে । আমাদের দেশে সুপারশপ বা শোরুমে চাকরি করতে গেলে মাস্টার্স অনার্স পাশ হতে হয় যার কোনো যৌক্তিকতা নেই । শুধুমাত্র এস এস সি পাশ হলেও এসব স্থানে চাকরি করা যায় কিন্তু সমস্যা আমাদের দেশ প্রোডাক্টিভ না । এখানে সব হয় ফিটিং এটা কোনো শিল্প না । গাড়ি , ইলেকট্রনিক , মেশিনারিজ কিংবা ঘর মোছার মোব পর্যন্ত চায়না থেকে আমদানি করতে হয় ! এই দেশে বেকার থাকবে না থাকবে কোন দেশে । একটা দেশের অভ্যন্তরীণ বাজার এখন পর্যন্ত প্রোডাক্টিভ না ! আর আমাদের শিক্ষিতদের মানসিকতাও তো প্রোডাক্টিভ না এর প্রধান কারণ পন্য উৎপাদনে মনোযোগী হবার চাইতে আমরা আমদানি করতে ভালোবাসি আর ভালোবাসি অলসতা । বিশ্বে উন্নত দেশগুলোর কাছে আলাদিনের চেরাগ নাই তাদেরকে মাথার ঘাম পায়ে ফেলে আজ উন্নত হয়েছে এবং ধনী হয়েছে । বাপের হোটেলে খেয়ে আর চাচা মামার হোটেলে চাকরি করার মানসিকতা পরিবতন করতে হবে তবেই বেকার সমস্যার সমাধান হবে । ",Neutral
14274,SofiqSopon তাহলে অন্যরা করতে ভয় পেতো,Positive
23168,রূপপুরের চেয়ে বড় হচ্ছে ঢাকা-কক্সবাজার রেল প্রকল্প https://t.co/X78b8qi9Ze,Positive
20593,"রসুনে গজাবে চুল , জানুন পদ্ধতি ",Positive
sentinob_1041,"পুরো ইউটিউবটা নিঃসন্দেহে নোংরা মনের মনের মানুষে ভরে গেছে । ব্যবহারও শিখে নি ",Negative
30222,চলছে হাড্ডহাড্ডি লড়াই - এবার এগিয়ে গেলেন বাইডেন [বাংলাদেশ সময় দুপুর ১২টা ৫০ মিনিট পর্যন্ত সর্বশেষ ফলাফল] --,Positive
sentinob_5218,"তীব্র ঝাল ই খেতে পছন্দ আমার সেই ছোট বেলা থেকে । ভাল থেকেন ভাই , ইন শা আল্লাহ দেখা হবে ",Positive
7677,শিক্ষা ব্যাবস্থার দুর্বলতা আর চাকরির স্বল্পতা,Negative
9211,Fahimaমুই ways হি হি হি মুডে থাকি,Neutral
sentinob_11792,সালারা এই দেশের নাগরিক না তারা ভারতীয় এদেরকে লাতী মাইরা এই দেশ থেকে বের করা উচিত,Negative
27625,"অণ্ডকোষের সমস্যা , ইরেক্টাইল ডিসফাংশন , প্রিম্যাচিওর ইজাকুলেশন , ফিস্টুলা , স্তন বৃদ্ধির মত যেসব অসুখ নিয়ে সংকোচে ভোগে",Positive
sentinob_11252,সুষ্ঠু বিচার চাই আমরা এবং প্রশাসনদের বিচার হওয়া দরকার ধন্যবাদ বাংলাদেশ জননেত্রী শেখ হাসিনাকে এভাবে ধরিয়ে দিন বাংলাদেশকে যারা বেঁচে কিনে খাচ্ছে,Positive
30421,"ছাত্র অধিকার সংরক্ষণ পরিষদে ভাঙ্গন , সাবেক ডাকসু ভিপি নুর বললেন সরকার করাচ্ছে ",Negative
sentinob_4992,ভাইয়া তুমরা বেশী বেশী করে দুনিয়া ঘুরো আর আমাদেরকে দেখাও আমরা তুহ যেতে পারবনা তাই শুধু দেখে যাব,Positive
sentinob_8177,এইটার মাঝে 3 ধরনের আছে এইটা আসলটা না,Positive
11744,জাতীয় বিশ্ববিদ্যালয়ের ছাত্র😩,Neutral
sentinob_11880,"যাবে , তবে পথ খুবই রিস্কি । না যাওয়াই ভালো ",Positive
16163,"কাল দুপুরে এসে হোটেলে ওঠেন । আজ সকালে বাফুফের পক্ষ থেকে তাঁকে জানানো হয় , দলে জায়গা পাননি তিনি...",Neutral
8709,"বাক স্বাধীনতাহীন ফেসবুক সিরিয়াসলি ? এতগুলা দেশ সবডি আমেরিকার আগ্রাসনের জন্য গণতন্ত্র নিসে ? উপরের সবগুলা দেশের কত মানুষ গণতন্ত্র চায় তার সার্ভে নেটে আছে , খুজলেই পাবেন । আমার একটা একটা করে দেখাইতে ইচ্ছা করতেসে না । একটা সামারি তাও দিলাম । এখন হলুদ নীল মিডিয়া বলবেন , তাই তো ? এইটার মত আরো অনেক সার্ভে আছে । ওগুলাও সেইম । এইটা ভালো না লাগলে সেগুলো দেখুন https:// www.pewresearch. org/glob/ wp-content/ uploads/sites/২/ ২০১২/০৭/ ২০১২-AS-১৬.png",Negative
sentinob_742,প্রশাসন জানত সব কিছু সামনে এগিয়ে যায়নি এখন সব কিছু সরিয়ে ফেলার পরে একশন নিয়েছে প্রথমে যদি একশন নিত শামিম অনেক কিছু পাইত এটা লিগের চাল আমরা সব বুঝতে পারি,Neutral
sentinob_8204,হয়তো আপনি আগে থেকে ট্রাভেল ট্যাক্স দিয়েছিলেন না । ট্রাভেল ট্যাক্স ৫০০ টাকা,Neutral
5675,"পৃথিবীর কোন সরকার চাই না তাদের বিরুদ্ধে কেউ কিছু বলুক । কিন্তু নতুন আফগান সরকার এখনো শপথ গ্রহণ করে নি । আর যে সরকারটি রয়েছে সেটি হচ্ছে সাময়িক সরকার । নারী বিষয়ে তারা যেহেতু কট্টরপন্থী , সে জায়গায় যাকে তাকে কি পদ দেওয়া সম্ভব ? তার জন্য তো একটু হলেও সময় তাদের প্রাপ্ত । মিড়িয়া তাদের বিরুদ্ধীদের সংবাদ ফলো করে প্রচার করেন । কিন্তু তাদের পক্ষের গুলি তো টুইটার আর স্থানীয় কিছু মিড়িয়া ছাড়্ আর কেউ প্রচার করে না । সেই সব লোক গুলি তো আফগানদের ভালো চাই না । একটা যুদ্ধ বিধ্বস্ত দেশকে পুনর্গঠন না করে সেই প্রভুদের কথায় অশান্তি সৃষ্টি করতেছে । শুধু ড্রোন হামলায় কত নিষ্পাপ শিশু , নারী , সাধারণ লোক নিহত হয়েছে তাদের হয়ে কি কখনো মিড়িয়া দুটি লাইন লিখতে সাহস পেয়েছে ? বিবিসি সহ সমস্ত মিড়িয়ার কাছে প্রশ্ন রইল । বর্তমানে তো বাংলাদেশের অধিকাংশ সংবাদ সরাসরি ভারতীয় মিডিয়া থেকে কপি মারে । অথচ তারাই ভিডিও গেমের ফুটেজ দিয়ে বিভ্রান্ত ছাড়াচ্ছে । ",Negative
sentinob_12276,"মাঙ্গের পো জিগাতলারে গলি কস । জিগাতলা দিয়া প্রতিদিন ট্রাক , কার্ভার্ড ভ্যান হান্দায় । চোখে কি তোর বিলাই মুতছে ",Negative
sentinob_2073,ডলার নিয়ে যাওয়া নিয়ম । তবে না নিলেও খুব একটা ঝামেলা হয় না । তবে মাঝে মাঝে ঝামেলা হয় :,Neutral
26581,"নিজেদের জীবনে কোন সুখ নাই তাই অন্য কারোর ভাল থাকাও মেনে নিতে... ",Negative
sentinob_7858,সেই তো । ভারতে চিকিত্সা করতে এলে শরীরে শুয়ারের রক্ত আর গরুর মুত দেওয়া হয় কুত্তা,Negative
sentinob_4468,বাল এত বাংগা চুরা ইংলিশ না মেরে হয়তো পুরোটা ইংলিশ বলবি । না হত বাংলা বলবি । তোদের জন্নে বাংলা ভাষা অবস্থা খারাপ,Negative
15101,"তাড়াতাড়ি উঠ ! রাত জেগে মোবাইল চালানো শিখাইয়া দিবো কিন্তু ! ",Positive
2354,"উচ্চ শিক্ষা অর্জন করে শুধুমাত্র চাকরির জন্য । আর কোন কাম কাজ করেনা , তাই মৌল্লারা বলছে , , উচ্চ ডিগ্রি নিয়ে লাভ নেই । ",Negative
sentinob_9013,"প্রোগ্রাম টি ভালো লাগে , অনেক দিন দেশের বাইরে থাকার কারণে দেশীয় খাবার দাবার দেখলে ভালো লাগে ",Positive
sentinob_167,* তাই এতো বড় বড় কথা না বলাই ভালো *,Negative
sentinob_10883,"টাকার তো ভাগ উনি ও পেয়েছেন । উনি কি দোয়া তুলসী পাতা । উনি কি ভাবে এতো দিন বোর্ড চেয়ারম্যান পদে আছেন । কোন নির্বাচন ছাড়া । মোটা কথায় এরা সবাই চোর লুটেরা আওয়ামী লীগ ",Negative
28113,"একটি মেষ , পাঁচটি শিং 😲 😲 😲 https://t.co/YxKbsvlXWo",Positive
11299,"কারিগরি শিক্ষার অভাব । ",Neutral
16126,"দেশে বাংলায় স্নাতক সম্পন্ন করে ব্যাংকে চাকরি করেন , এমন মানুষ ভূরি ভূরি পাওয়া যায় । তবে এই প্রবণতা কেবল দেশই নয়",Negative
sentinob_11457,@আকাঁশ ছোঁয়া ভালোবাসা তোমার বোন কি মোটা,Negative
23248,খুলনা বিভাগে করোনায় ৫১ জনের মৃত্যু https://t.co/2cXfTkd30p,Negative
sentinob_1305,"এর সাথে পাপন ঝরিতে থাকতে পারে ",Negative
30748," রাজধানীর হাতিরঝিলে গৃহকর্মী নির্যাতনের ঘটনায় চিত্রনায়িকা একা আটক ",Negative
31539,বাংলাদেশ-মিয়ানমারের বৃহস্পতিবারের বৈঠক অনিশ্চিত |,Positive
15248,"পাটের সকল উপকরণই পরিবেশবান্ধব । তাই পাটের ব্যবহার বাড়ানো উচিত । ",Positive
11414,"কোন ছবি বা ভিডিও আছে কি ? ",Neutral
